10000,0.0022106494,0.0000023095
20000,0.0046696775,0.0000014059
30000,0.0086139503,0.0000027947
40000,0.0113885530,0.0000031481
50000,0.0140841017,0.0000029300
60000,0.0178960019,0.0000026504
70000,0.0216300481,0.0000011085
80000,0.0244265779,0.0000011691
90000,0.0282067885,0.0000013149
100000,0.0305513932,0.0000011207
