10000,0.0000096594,0.0002320563
20000,0.0000167818,0.0002183563
30000,0.0000603346,0.0003188187
40000,0.0000333175,0.0004562100
50000,0.0000391122,0.0006973290
60000,0.0000487771,0.0008121549
70000,0.0000638254,0.0010136020
80000,0.0000692358,0.0011401406
90000,0.0000783573,0.0013051893
100000,
