10000,0.0021418107,0.0000251223
20000,0.0043987194,0.0000046364
30000,0.0073360325,0.0000052741
40000,0.0098316025,0.0000059350
50000,0.0134764043,0.0000066935
60000,0.0192649448,0.0000056229
70000,0.0194769699,0.0000044863
80000,0.0222829381,0.0000048204
90000,0.0275831043,0.0000049755
100000,0.0331210384,0.0000070667
